Company,Car_name,Model_year,History,Kilometers,Registered in,Owner,Transmission,Registration,State,Fuel_Type,Mileage,Fuel_capacity,Seating_capacity,City,Price
Renault,Kwid RXT 1.0 EASY-R  AT,2016,Non-Accidental,85057,16-Dec,1st Owner,AUTOMATIC,KA-02,KA,Petrol,null,28,5,Bangalore,372099
Datsun,Redi Go S,2017,Non-Accidental,51449,17-Jun,2nd Owner,MANUAL,KA-55,KA,Petrol,22.7,28,5,Bangalore,286799
Hyundai,Verna FLUIDIC 1.6 VTVT S (O)  MT,2015,Non-Accidental,35115,15-Jun,1st Owner,MANUAL,KA-03,KA,Petrol,null,null,null,Bangalore,723699
Renault,TRIBER 1.0 RXT,2022,Non-Accidental,29596,22-Feb,1st Owner,MANUAL,KA-50,KA,Petrol,null,null,null,Bangalore,745299
Honda,Brio 1.2 V MT I VTEC,2013,Non-Accidental,57528,13-Aug,1st Owner,MANUAL,KA-03,KA,Petrol,19.4,35,5,Bangalore,431499
Hyundai,Creta 1.6 SX CRDI,2017,Non-Accidental,70314,17-Jul,1st Owner,MANUAL,KA-05,KA,Diesel,19.7,60,5,Bangalore,1208199
Renault,Kwid 1.0 CLIMBER OPT,2019,Non-Accidental,18953,19-Dec,1st Owner,MANUAL,KA-01,KA,Petrol,23,28,5,Bangalore,486199
Tata,NEXON XZA + 1.2 PETROL A/T,2019,Non-Accidental,18057,19-Aug,2nd Owner,AUTOMATIC,KA-53,KA,Petrol,17.9,44,5,Bangalore,981299
Hyundai,Elite i20 SPORTZ 1.2,2015,Non-Accidental,73612,15-Oct,1st Owner,MANUAL,KA-03,KA,Petrol,18.6,45,5,Bangalore,592199
Maruti,Dzire VXI,2018,Non-Accidental,25101,18-Jan,2nd Owner,MANUAL,KA-01,KA,Petrol,21.2,37,5,Bangalore,660899
Hyundai,NEW I20 ASTA (O) 1.0 TURBO GDI AT,2020,Non-Accidental,19012,20-Nov,1st Owner,AUTOMATIC,KA-02,KA,Petrol,null,null,null,Bangalore,1198699
Hyundai,Verna FLUIDIC 1.6 SX VTVT,2016,Non-Accidental,31521,16-Sep,1st Owner,MANUAL,KA-53,KA,Petrol,17.4,43,5,Bangalore,738499
Hyundai,i10 SPORTZ 1.2 KAPPA2,2012,Non-Accidental,96600,12-Aug,1st Owner,MANUAL,KA-04,KA,Petrol,20.6,35,5,Bangalore,323999
Renault,Kwid RXT 1.0 EASY-R  AT,2018,Non-Accidental,41264,18-Oct,1st Owner,AUTOMATIC,KA-01,KA,Petrol,null,28,5,Bangalore,449599
Hyundai,NEW I20 Asta 1.0 GDI Turbo IMT,2020,Non-Accidental,18831,20-Dec,1st Owner,NA,KA-41,KA,Petrol,null,null,null,Bangalore,1017099
Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,2019,Non-Accidental,77360,19-Jul,1st Owner,MANUAL,KA-41,KA,Petrol,19.8,43,5,Bangalore,579799
Tata,NEXON XZA+ 1.5,2019,Non-Accidental,31511,19-Oct,1st Owner,AUTOMATIC,KA-05,KA,Diesel,24,44,5,Bangalore,1164099
Hyundai,GRAND I10 NIOS MAGNA 1.2 AT,2020,Non-Accidental,20658,20-Jul,1st Owner,AUTOMATIC,KA-41,KA,Petrol,21,37,5,Bangalore,706999
Kia,SELTOS HTK PLUS 1.5 PETROL,2020,Non-Accidental,29605,20-Feb,1st Owner,MANUAL,KA-09,KA,Petrol,16.8,50,5,Bangalore,1305399
Honda,City VX CVT PETROL,2015,Non-Accidental,93906,15-Apr,1st Owner,AUTOMATIC,KA-03,KA,Petrol,18,40,5,Bangalore,673299
Maruti,Eeco 7 STR,2019,Non-Accidental,36040,19-Jul,2nd Owner,MANUAL,KA-02,KA,Petrol,16.2,40,7,Bangalore,430199
Tata,NEXON XZA + 1.2 PETROL A/T,2019,Non-Accidental,10780,19-Jun,1st Owner,AUTOMATIC,KA-53,KA,Petrol,17.9,44,5,Bangalore,1084999
Renault,TRIBER RXZ AT,2021,Non-Accidental,20830,21-Jan,2nd Owner,AUTOMATIC,KA-51,KA,Petrol,18.2,40,7,Bangalore,752199
Nissan,Terrano XL P,2014,Non-Accidental,76646,14-Feb,2nd Owner,MANUAL,KA-05,KA,Petrol,null,null,null,Bangalore,558799
Renault,Duster RXL PLUS DIESEL 85,2013,Non-Accidental,97674,13-Jul,1st Owner,MANUAL,KA-02,KA,Diesel,null,null,null,Bangalore,636299
Maruti,Alto K10 VXI,2014,Non-Accidental,77037,14-Sep,2nd Owner,MANUAL,KA-40,KA,Petrol,24.1,35,5,Bangalore,286099
Hyundai,Elite i20 SPORTZ 1.4,2014,Non-Accidental,73654,14-Sep,2nd Owner,MANUAL,KA-04,KA,Diesel,22.5,45,5,Bangalore,593599
Renault,Duster RXZ DIESEL 110,2016,Non-Accidental,73781,16-Jul,1st Owner,MANUAL,KA-41,KA,Diesel,19.7,50,5,Bangalore,877899
Tata,ALTROZ XZ 1.2,2020,Non-Accidental,9286,20-Oct,1st Owner,MANUAL,KA-03,KA,Petrol,18.5,37,5,Bangalore,866199
Hyundai,Verna FLUIDIC 1.6 CRDI S,2016,Non-Accidental,49877,16-Mar,1st Owner,MANUAL,KA-51,KA,Diesel,null,null,null,Bangalore,830999
Hyundai,GRAND I10 NIOS CORPRATE EDITION 1.2 CRDI MT,2020,Non-Accidental,41898,20-Oct,2nd Owner,NA,KA-05,KA,Diesel,null,null,null,Bangalore,699199
Hyundai,Verna FLUIDIC 1.6 SX VTVT OPT,2016,Non-Accidental,63730,16-May,2nd Owner,MANUAL,KA-04,KA,Petrol,17.4,43,5,Bangalore,676699
Ford,Ecosport 1.5 TITANIUM TI VCT,2019,Non-Accidental,22922,19-Oct,1st Owner,MANUAL,KA-03,KA,Petrol,16.3,52,5,Bangalore,945199
Hyundai,VENUE 1.0 TURBO GDI SX+ AT,2019,Non-Accidental,23510,19-Oct,1st Owner,AUTOMATIC,KA-53,KA,Petrol,18.2,45,5,Bangalore,1241399
Maruti,Vitara Brezza ZXI+ AT SHVS DUAL TONE,2020,Non-Accidental,29891,20-May,2nd Owner,NA,KA-01,KA,Petrol,null,null,null,Bangalore,1150899
Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,2016,Non-Accidental,35448,16-Oct,2nd Owner,MANUAL,KA-04,KA,Petrol,18.9,43,5,Bangalore,492099
Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,2014,Non-Accidental,48454,14-Apr,1st Owner,MANUAL,KA-51,KA,Petrol,18.9,43,5,Bangalore,491999
Hyundai,Elite i20 1.2 SPORTZ PLUS DUAL TONE VTVT,2019,Non-Accidental,29096,19-Sep,1st Owner,MANUAL,KA-02,KA,Petrol,20,40,5,Bangalore,863599
Honda,City V MT PETROL,2018,Non-Accidental,20105,18-Oct,1st Owner,MANUAL,KA-03,KA,Petrol,17.4,40,5,Bangalore,961099
Hyundai,Verna FLUIDIC 1.6 SX CRDI OPT,2014,Non-Accidental,93865,14-Jun,1st Owner,MANUAL,KA-02,KA,Diesel,null,null,null,Bangalore,654099
Maruti,Wagon R 1.0 VXI,2014,Non-Accidental,33716,14-Jul,2nd Owner,MANUAL,KA-51,KA,Petrol,20.5,35,5,Bangalore,382799
Hyundai,Verna 1.6 SX VTVT,2018,Non-Accidental,23422,18-Oct,2nd Owner,MANUAL,KA-03,KA,Petrol,17.4,45,5,Bangalore,929099
Hyundai,Elite i20 Sportz(O) 1.4 CRDi MT,2014,Non-Accidental,90015,14-Oct,1st Owner,MANUAL,KA-05,KA,Diesel,null,null,null,Bangalore,600799
Honda,Jazz 1.2 VX AT,2019,Non-Accidental,13011,19-Jan,2nd Owner,AUTOMATIC,KA-53,KA,Petrol,18.7,40,5,Bangalore,815099
Honda,City V MT PETROL,2019,Non-Accidental,34364,19-Dec,1st Owner,MANUAL,KA-01,KA,Petrol,18,40,5,Bangalore,937399
Renault,Kwid RXT Opt,2019,Non-Accidental,28966,19-Jul,1st Owner,MANUAL,KA-04,KA,Petrol,23,28,5,Bangalore,459999
Tata,Tiago XT 1.2 REVOTRON,2018,Non-Accidental,60745,18-Jan,1st Owner,MANUAL,KA-53,KA,Petrol,27.3,35,5,Bangalore,468899
Hyundai,NEW I20 ASTA (O) 1.0 TURBO GDI AT,2020,Non-Accidental,14016,20-Nov,2nd Owner,AUTOMATIC,KA-03,KA,Petrol,null,null,null,Bangalore,1194299
Volkswagen,Ameo HIGHLINE 1.5L AT (D),2017,Non-Accidental,45831,17-Feb,2nd Owner,AUTOMATIC,KA-05,KA,Diesel,null,null,null,Bangalore,739499
Hyundai,Verna 1.6 SX VTVT AT (O),2019,Non-Accidental,21667,19-Nov,1st Owner,AUTOMATIC,KA-03,KA,Petrol,17.4,45,5,Bangalore,1258549
Hyundai,Creta 1.6 SX PLUS DIESEL,2016,Non-Accidental,75758,16-Nov,2nd Owner,MANUAL,KA-04,KA,Diesel,19.7,60,5,Bangalore,1016399
Maruti,Baleno DELTA 1.2 K12 AT,2019,Non-Accidental,75232,19-Jun,1st Owner,AUTOMATIC,KA-05,KA,Petrol,21.4,37,5,Bangalore,683599
Hyundai,Grand i10 ASTA 1.2 AT VTVT,2014,Non-Accidental,51767,14-Mar,1st Owner,AUTOMATIC,KA-05,KA,Petrol,17,43,5,Bangalore,484399
Maruti,Baleno ZETA 1.2 K12,2018,Non-Accidental,13441,18-Apr,1st Owner,MANUAL,KA-03,KA,Petrol,21.4,37,5,Bangalore,715599
Hyundai,Verna FLUIDIC 1.6 SX VTVT,2016,Non-Accidental,42185,16-Mar,1st Owner,MANUAL,KA-20,KA,Petrol,17.4,43,5,Bangalore,691099
Ford,Ecosport 1.0 TREND+ (ECOBOOST),2016,Non-Accidental,45461,16-Jan,1st Owner,MANUAL,KA-03,KA,Petrol,null,null,null,Bangalore,674399
Maruti,Swift ZDI +,2018,Non-Accidental,66793,18-Mar,1st Owner,MANUAL,KA-13,KA,Diesel,28.4,37,5,Bangalore,731499
Tata,Tiago XM 1.2 REVOTRON,2018,Non-Accidental,65303,18-Jan,2nd Owner,MANUAL,KA-03,KA,Petrol,23.8,35,5,Bangalore,433099
Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,2015,Non-Accidental,41121,15-Jun,1st Owner,MANUAL,KA-51,KA,Petrol,18.9,43,5,Bangalore,516199
Tata,NEXON XZA+ 1.2 Dual Tone,2018,Non-Accidental,16894,18-Aug,1st Owner,AUTOMATIC,KA-03,KA,Petrol,17.9,44,5,Bangalore,1075599
Hyundai,VENUE 1.0 TURBO GDI SX+ AT,2019,Non-Accidental,18933,19-Jul,1st Owner,AUTOMATIC,KA-70,KA,Petrol,18.2,45,5,Bangalore,1133899
Renault,Kwid RXT 1.0 EASY-R  AT,2018,Non-Accidental,36210,18-Apr,1st Owner,AUTOMATIC,KA-53,KA,Petrol,null,28,5,Bangalore,436299
Hyundai,VENUE 1.0L Turbo GDI SX MT,2020,Non-Accidental,67527,20-Oct,1st Owner,MANUAL,KA-05,KA,Petrol,18.2,45,5,Bangalore,959899
Hyundai,NEW SANTRO 1.1 MAGNA MT,2019,Non-Accidental,68840,19-Mar,1st Owner,MANUAL,KA-42,KA,Petrol,20.3,35,5,Bangalore,462299
Tata,NEXON XZ+ SUNROOF 1.5 RTQ,2021,Non-Accidental,13539,21-Sep,1st Owner,MANUAL,KA-51,KA,Diesel,null,null,null,Bangalore,1263899
Maruti,Wagon R 1.0 VXI,2015,Non-Accidental,33280,15-Jul,1st Owner,MANUAL,KA-53,KA,Petrol,20.5,35,5,Bangalore,453499
Maruti,Zen Estilo LXI,2012,Non-Accidental,78146,12-Aug,2nd Owner,MANUAL,KA-50,KA,Petrol,19,35,5,Bangalore,266199
Honda,Brio 1.2 S MT I VTEC,2016,Non-Accidental,28718,16-Dec,2nd Owner,MANUAL,KA-19,KA,Petrol,19.4,35,5,Bangalore,463399
Hyundai,Grand i10 ASTA 1.2 (O) VTVT,2017,Non-Accidental,16645,17-Jan,1st Owner,MANUAL,KA-03,KA,Petrol,17,43,5,Bangalore,622099
Hyundai,GRAND I10 NIOS SPORTZ 1.2 AT,2020,Non-Accidental,14413,20-Jun,1st Owner,AUTOMATIC,KA-05,KA,Petrol,21,37,5,Bangalore,778799
Maruti,Dzire VXI,2018,Non-Accidental,23996,18-Oct,1st Owner,MANUAL,KA-01,KA,Petrol,21.2,37,5,Bangalore,676599
Hyundai,Eon MAGNA PLUS,2016,Non-Accidental,59316,16-Jun,1st Owner,MANUAL,KA-20,KA,Petrol,21.1,32,5,Bangalore,331499
Hyundai,Grand i10 SPORTZ DUAL TONE 1.2 VTVT,2019,Non-Accidental,12615,19-Jun,1st Owner,MANUAL,KA-05,KA,Petrol,19.8,43,5,Bangalore,695099
Hyundai,NEW SANTRO SPORTZ 1.1,2020,Non-Accidental,16957,20-Sep,1st Owner,MANUAL,KA-47,KA,Petrol,20.3,35,5,Bangalore,569899
Maruti,Ciaz DELTA 1.5 SHVS VVT MT,2019,Non-Accidental,29034,19-Sep,1st Owner,MANUAL,KA-04,KA,Petrol,21.6,43,5,Bangalore,900099
Honda,City SV MT PETROL,2014,Non-Accidental,59119,14-Dec,2nd Owner,MANUAL,KA-03,KA,Petrol,17.8,40,5,Bangalore,604499
Hyundai,NEW SANTRO SPORTZ 1.1,2021,Non-Accidental,11294,21-Mar,1st Owner,MANUAL,KA-04,KA,Petrol,20,35,5,Bangalore,604099
Hyundai,NEW I20 SPORTZ 1.2 AT,2021,Non-Accidental,9259,21-Jan,1st Owner,NA,KA-19,KA,Petrol,null,null,null,Bangalore,929499
Hyundai,i10 SPORTZ 1.1 IRDE2,2014,Non-Accidental,89154,14-Aug,2nd Owner,MANUAL,KA-17,KA,Petrol,19.8,35,5,Bangalore,347899
Tata,Tiago XM 1.2 REVOTRON,2018,Non-Accidental,45107,18-Oct,1st Owner,MANUAL,KA-05,KA,Petrol,23.8,35,5,Bangalore,510699
Maruti,Celerio ZXI AMT,2017,Non-Accidental,51025,17-Jun,1st Owner,AUTOMATIC,KA-01,KA,Petrol,23.1,35,5,Bangalore,508099
Renault,Kwid 1.0 CLIMBER OPT,2020,Non-Accidental,24860,20-Nov,1st Owner,MANUAL,KA-31,KA,Petrol,23,28,5,Bangalore,482799
Maruti,Ciaz SIGMA 1.4 VVT,2017,Non-Accidental,65702,17-Oct,2nd Owner,MANUAL,KA-51,KA,Petrol,20.7,43,5,Bangalore,682899
Tata,NEXON XM 1.2,2019,Non-Accidental,28283,19-Nov,1st Owner,MANUAL,KA-51,KA,Petrol,17.9,44,5,Bangalore,808799
Mahindra,TUV300 T8,2016,Non-Accidental,43776,16-Feb,1st Owner,MANUAL,KA-02,KA,Diesel,18.5,60,7,Bangalore,764899
Honda,Amaze 1.2 SX MT I VTEC,2014,Non-Accidental,54126,14-Oct,2nd Owner,MANUAL,KA-03,KA,Petrol,18,35,5,Bangalore,443699
Renault,Kwid 1.0 RXT Opt,2020,Non-Accidental,21144,20-Sep,1st Owner,MANUAL,KA-01,KA,Petrol,23,28,5,Bangalore,540099
Maruti,Eeco 5 STR WITH AC PLUSHTR,2019,Non-Accidental,31631,19-Jun,1st Owner,MANUAL,KA-04,KA,Petrol,16.2,40,5,Bangalore,489799
Toyota,Etios CROSS G,2016,Non-Accidental,48638,16-Jan,1st Owner,MANUAL,KA-04,KA,Petrol,null,45,5,Bangalore,584099
Hyundai,Elite i20 ASTA 1.4 CRDI,2015,Non-Accidental,71410,15-Feb,2nd Owner,MANUAL,KA-04,KA,Diesel,22.5,45,5,Bangalore,692899
Maruti,S Cross ZETA AT 1.5 SHVS,2021,Non-Accidental,5669,21-Apr,1st Owner,NA,KA-51,KA,Petrol,18.4,48,5,Bangalore,1205699
Maruti,S Cross ZETA 1.3 SHVS,2018,Non-Accidental,14367,18-May,1st Owner,MANUAL,KA-53,KA,Diesel,24,48,5,Bangalore,1025799
Honda,City V MT PETROL,2019,Non-Accidental,59423,19-May,1st Owner,MANUAL,KA-19,KA,Petrol,18,40,5,Bangalore,905599
Renault,Kwid RXT 1.0 EASY-R  AT,2016,Non-Accidental,50715,16-Dec,1st Owner,AUTOMATIC,KA-50,KA,Petrol,null,28,5,Bangalore,393199
Maruti,Alto 800 VXI,2016,Non-Accidental,98838,16-Feb,1st Owner,MANUAL,KA-03,KA,Petrol,24.7,35,5,Bangalore,319799
Maruti,Swift VXI AMT,2018,Non-Accidental,35869,18-Nov,1st Owner,AUTOMATIC,KA-51,KA,Petrol,22,37,5,Bangalore,730499
Honda,Brio 1.2 VX MT I VTEC,2014,Non-Accidental,49255,14-Dec,2nd Owner,MANUAL,KA-03,KA,Petrol,16.5,35,5,Bangalore,411199
Honda,City SV MT PETROL,2014,Non-Accidental,23046,14-Jun,1st Owner,MANUAL,KA-05,KA,Petrol,17.8,40,5,Bangalore,651799
Ford,Ecosport 1.5 TREND+ TDCI,2016,Non-Accidental,90981,16-Apr,1st Owner,MANUAL,KA-37,KA,Diesel,22.3,52,5,Bangalore,693599
Ford,Ecosport 1.5TITANIUM TDCI,2016,Non-Accidental,84947,16-Dec,1st Owner,MANUAL,KA-04,KA,Diesel,22.7,52,5,Bangalore,701599
Maruti,Alto K10 VXI,2014,Non-Accidental,45938,14-Jul,2nd Owner,MANUAL,KA-03,KA,Petrol,24.1,35,5,Bangalore,285899
Renault,Kwid 1.0 RXT Opt,2019,Non-Accidental,19927,19-Aug,1st Owner,MANUAL,KA-36,KA,Petrol,23,28,5,Bangalore,443499
Hyundai,i10 ERA 1.1 IRDE,2013,Non-Accidental,47050,13-May,1st Owner,MANUAL,KA-03,KA,Petrol,19.8,35,5,Bangalore,373299
Mahindra,MARAZZO M 6 + 8 STR,2021,Non-Accidental,9542,21-Apr,1st Owner,NA,KA-01,KA,Diesel,null,null,null,Bangalore,1463299
Ford,Ecosport 1.5TITANIUM TDCI,2019,Non-Accidental,43638,19-Jul,1st Owner,MANUAL,KA-03,KA,Diesel,23,52,5,Bangalore,965699
Maruti,Wagon R Stingray VXI,2014,Non-Accidental,65821,14-Apr,1st Owner,MANUAL,KA-03,KA,Petrol,20.5,35,5,Bangalore,403999
Mahindra,TUV300 T8,2016,Non-Accidental,54019,16-Aug,1st Owner,MANUAL,KA-50,KA,Diesel,18.5,60,7,Bangalore,727399
Hyundai,GRAND I10 NIOS SPORTZ 1.2 AT,2020,Non-Accidental,26118,20-Mar,1st Owner,AUTOMATIC,KA-52,KA,Petrol,21,37,5,Bangalore,731199
Honda,Jazz VX  1.2,2019,Non-Accidental,19303,19-May,1st Owner,MANUAL,KA-03,KA,Petrol,17.4,40,5,Bangalore,774699
Hyundai,Grand i10 SPORTZ DUAL TONE 1.2 VTVT,2019,Non-Accidental,10400,19-Jul,1st Owner,MANUAL,KA-03,KA,Petrol,19.8,43,5,Bangalore,686799
Hyundai,i10 MAGNA 1.2 KAPPA2,2012,Non-Accidental,49058,12-Jun,2nd Owner,MANUAL,KA-53,KA,Petrol,20.6,35,5,Bangalore,344699
Maruti,Swift ZXI AMT,2018,Non-Accidental,59830,18-Jul,1st Owner,AUTOMATIC,KA-05,KA,Petrol,21.2,37,5,Bangalore,689199
Maruti,Celerio ZXI OPT,2018,Non-Accidental,78892,18-Jan,2nd Owner,MANUAL,KA-42,KA,Petrol,23.1,35,5,Bangalore,469699
Kia,SELTOS GTX + AT PETROL,2019,Non-Accidental,20453,19-Dec,1st Owner,AUTOMATIC,KA-51,KA,Petrol,16.5,50,5,Bangalore,1915899
Maruti,Swift ZXI AMT,2018,Non-Accidental,59220,18-Apr,1st Owner,AUTOMATIC,KA-05,KA,Petrol,21.2,37,5,Bangalore,692399
Maruti,Wagon R 1.0 VXI,2010,Non-Accidental,41952,10-Dec,1st Owner,MANUAL,KA-51,KA,Petrol,15,35,5,Bangalore,335999
Maruti,Swift ZXI,2018,Non-Accidental,43548,18-May,1st Owner,MANUAL,KA-04,KA,Petrol,22,37,5,Bangalore,698999
Datsun,Redi Go T (O),2016,Non-Accidental,23342,16-Sep,2nd Owner,MANUAL,KA-05,KA,Petrol,22.7,28,5,Bangalore,274399
Maruti,Wagon R 1.0 VXI,2012,Non-Accidental,58422,12-Feb,1st Owner,MANUAL,KA-02,KA,Petrol,15,35,5,Bangalore,365199
Hyundai,Grand i10 SPORTZ O 1.2,2017,Non-Accidental,38231,17-Oct,2nd Owner,MANUAL,KA-53,KA,Petrol,19.8,43,5,Bangalore,522699
Tata,Tiago XZ+ 1.2 Revotron,2020,Non-Accidental,44484,20-Aug,1st Owner,MANUAL,KA-03,KA,Petrol,23.8,35,5,Bangalore,678249
Maruti,Alto 800 LXI,2013,Non-Accidental,26846,13-Jul,1st Owner,MANUAL,KA-51,KA,Petrol,22.7,35,5,Bangalore,312699
Hyundai,Verna FLUIDIC 1.6 SX CRDI,2014,Non-Accidental,68244,14-Aug,2nd Owner,MANUAL,KA-05,KA,Diesel,22.3,43,5,Bangalore,636499
Renault,Duster 85 PS RXL,2015,Non-Accidental,77951,15-Oct,3rd Owner,MANUAL,KA-02,KA,Diesel,19.9,50,5,Bangalore,641999
Honda,WR-V 1.5 i-DTEC VX MT,2017,Non-Accidental,21736,17-Dec,2nd Owner,MANUAL,KA-04,KA,Diesel,25.5,40,5,Bangalore,844799
Hyundai,NEW SANTRO 1.1 MAGNA MT,2019,Non-Accidental,47871,19-Feb,2nd Owner,MANUAL,KA-20,KA,Petrol,20.3,35,5,Bangalore,491799
Renault,Duster RXS CVT 106 PS,2018,Non-Accidental,22036,18-Dec,2nd Owner,AUTOMATIC,KA-59,KA,Petrol,13.6,50,5,Bangalore,859299
Hyundai,Grand i10 MAGNA 1.2 VTVT,2017,Non-Accidental,19347,17-Oct,2nd Owner,MANUAL,KA-05,KA,Petrol,19.8,43,5,Bangalore,496299
Hyundai,Creta 1.6 S,2015,Non-Accidental,67310,15-Aug,1st Owner,MANUAL,KA-05,KA,Petrol,15.3,60,5,Bangalore,930099
Honda,Amaze 1.2 SMT I VTEC,2015,Non-Accidental,90826,15-Feb,1st Owner,MANUAL,KA-03,KA,Petrol,18,35,5,Bangalore,432399
Hyundai,Creta 1.6 SX PLUS VTVT,2016,Non-Accidental,72825,16-Aug,1st Owner,MANUAL,KA-04,KA,Petrol,15.3,60,5,Bangalore,932599
Tata,Tiago XZ 1.2 REVOTRON,2018,Non-Accidental,52536,18-Jan,1st Owner,MANUAL,KA-21,KA,Petrol,23.8,35,5,Bangalore,492599
Hyundai,NEW SANTRO 1.1 MAGNA MT,2019,Non-Accidental,33946,19-Nov,2nd Owner,MANUAL,KA-11,KA,Petrol,20.3,35,5,Bangalore,500899
Tata,Tiago XZ+ 1.2 Revotron,2020,Non-Accidental,67113,20-Jul,1st Owner,MANUAL,KA-50,KA,Petrol,23.8,35,5,Bangalore,648999
Nissan,Terrano XL 85 PS DEISEL,2016,Non-Accidental,63676,16-Mar,1st Owner,MANUAL,KA-04,KA,Diesel,null,null,null,Bangalore,873299
Tata,Tiago XT 1.2 REVOTRON,2018,Non-Accidental,29576,18-Apr,1st Owner,MANUAL,KA-51,KA,Petrol,27.3,35,5,Bangalore,522799
Kia,SONET HTK PLUS,2020,Non-Accidental,38471,20-Dec,1st Owner,NA,KA-03,KA,Petrol,null,null,null,Bangalore,960799
Maruti,Vitara Brezza ZDI,2016,Non-Accidental,67977,16-Aug,3rd Owner,MANUAL,KA-05,KA,Diesel,24.3,48,5,Bangalore,790099
Honda,City VX CVT PETROL,2020,Non-Accidental,19424,20-Dec,1st Owner,AUTOMATIC,KA-01,KA,Petrol,16.5,47,5,Bangalore,1424399
Maruti,Alto K10 VXI,2018,Non-Accidental,12343,18-Jun,1st Owner,MANUAL,KA-05,KA,Petrol,24.1,35,5,Bangalore,416599
Honda,City SV MT PETROL,2015,Non-Accidental,58095,15-Nov,1st Owner,MANUAL,KA-03,KA,Petrol,17.8,40,5,Bangalore,661299
Maruti,Baleno ZETA PETROL 1.2,2020,Non-Accidental,14051,20-Mar,2nd Owner,NA,KA-01,KA,Petrol,21,37,5,Bangalore,759299
Maruti,Wagon R 1.0 VXI,2015,Non-Accidental,37740,15-Jan,1st Owner,MANUAL,KA-51,KA,Petrol,20.5,35,5,Bangalore,401499
Toyota,Corolla Altis GL,2015,Non-Accidental,45053,15-May,2nd Owner,MANUAL,KA-04,KA,Petrol,null,55,5,Bangalore,963799
Maruti,Swift VXI,2018,Non-Accidental,49720,18-Sep,1st Owner,MANUAL,KA-53,KA,Petrol,22,37,5,Bangalore,680299
Hyundai,Verna 1.6 SX VTVT AT (O),2018,Non-Accidental,16526,18-May,1st Owner,AUTOMATIC,KA-02,KA,Petrol,17.4,45,5,Bangalore,1217899
Jeep,Compass 2.0 LONGITUDE (O),2018,Non-Accidental,13092,18-Sep,1st Owner,MANUAL,KA-03,KA,Diesel,17.1,60,5,Bangalore,1598299
Ford,Ecosport TITANIUM+ SPORT,2021,Non-Accidental,9268,21-Feb,1st Owner,MANUAL,KA-51,KA,Petrol,14.8,52,5,Bangalore,1188199
Hyundai,Grand i10 ASTA 1.1 (O) CRDI,2015,Non-Accidental,48412,15-Nov,3rd Owner,MANUAL,KA-41,KA,Diesel,24,43,5,Bangalore,511299
Kia,SONET GTX PLUS DCT 1.0,2020,Non-Accidental,24319,20-Oct,1st Owner,NA,KA-05,KA,Petrol,18.3,45,5,Bangalore,1271399
Hyundai,Creta 1.6 SX PLUS PETROL,2018,Non-Accidental,21426,18-Apr,2nd Owner,MANUAL,KA-53,KA,Petrol,15.3,60,5,Bangalore,1214399
Maruti,Celerio VXI,2015,Non-Accidental,19801,15-Sep,1st Owner,MANUAL,KA-53,KA,Petrol,23.1,35,5,Bangalore,468799
Ford,Ecosport 1.5 TDCI TITANIUM PLUS,2019,Non-Accidental,34293,19-Jan,1st Owner,MANUAL,KA-01,KA,Diesel,23,52,5,Bangalore,979099
Maruti,Celerio ZXI OPT,2019,Non-Accidental,62555,19-Jun,1st Owner,MANUAL,KA-02,KA,Petrol,23.1,35,5,Bangalore,522899
Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,2014,Non-Accidental,37959,14-Jun,1st Owner,MANUAL,KA-03,KA,Petrol,18.9,43,5,Bangalore,509399
Maruti,Eeco 5 STR WITH AC PLUSHTR,2018,Non-Accidental,19291,18-Oct,1st Owner,MANUAL,KA-05,KA,Petrol,16.2,40,5,Bangalore,487399
Tata,Tiago XZ 1.2 REVOTRON,2018,Non-Accidental,32258,18-Feb,1st Owner,MANUAL,KA-53,KA,Petrol,23.8,35,5,Bangalore,525899
Hyundai,Eon SPORTZ,2016,Non-Accidental,24885,16-Jan,1st Owner,MANUAL,KA-41,KA,Petrol,21.1,32,5,Bangalore,335999
Maruti,Alto K10 VXI,2014,Non-Accidental,23981,14-Jun,1st Owner,MANUAL,KA-53,KA,Petrol,24.1,35,5,Bangalore,316599
Maruti,Baleno ALPHA DDIS 190,2019,Non-Accidental,31323,19-Jul,1st Owner,MANUAL,KA-03,KA,Diesel,27.4,37,5,Bangalore,852899
Hyundai,Eon SPORTZ,2014,Non-Accidental,56153,14-Oct,2nd Owner,MANUAL,KA-04,KA,Petrol,21.1,32,5,Bangalore,348899
Renault,Duster RXS CVT 106 PS,2018,Non-Accidental,13448,18-Apr,3rd Owner,AUTOMATIC,KA-53,KA,Petrol,13.6,50,5,Bangalore,907099
Maruti,Swift VXI OPT,2017,Non-Accidental,61408,17-Jun,1st Owner,MANUAL,KA-03,KA,Petrol,20.4,42,5,Bangalore,645499
Renault,Duster RXZ 85 PS DIESEL,2016,Non-Accidental,53436,16-Nov,1st Owner,MANUAL,KA-19,KA,Diesel,19.9,50,5,Bangalore,null
